Gender,Dependent_Count,Marital_Status,Card_Category,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Amt_Chng_Q4_Q1,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Attrition_Flag
M,3,Married,Blue,3,3,0,0.511,32,0.684,Existing Customer
M,4,Married,Blue,6,1,3,0.986,47,0.958,Existing Customer
M,2,Married,Blue,6,5,2,0.648,28,0.867,Existing Customer
M,1,Single,Blue,5,3,0,0.83,37,0.37,Existing Customer
M,3,Married,Blue,3,3,3,0.742,18,0.059,Attrited Customer
M,2,Unknown,Silver,6,2,0,0.61,39,0.3,Existing Customer
M,4,Married,Silver,5,2,1,0.869,25,0.786,Existing Customer
F,2,Single,Blue,5,3,2,0.466,44,0.375,Existing Customer
M,1,Married,Blue,4,3,2,0.781,38,0.407,Existing Customer
M,1,Married,Blue,4,1,1,1.059,35,1.333,Existing Customer
M,3,Single,Blue,6,3,0,1.139,24,0.846,Existing Customer
F,2,Married,Blue,3,3,1,1.081,50,0.613,Existing Customer
M,3,Married,Silver,3,2,2,1.01,33,0.833,Existing Customer
M,2,Married,Blue,3,2,0,0.637,26,0.444,Existing Customer
F,2,Married,Blue,3,3,3,0.835,36,1.118,Attrited Customer
M,2,Single,Blue,3,3,2,0.589,30,1.143,Existing Customer
M,5,Married,Blue,3,3,2,0.708,25,1.778,Existing Customer
M,3,Single,Blue,3,1,3,0.503,22,0.833,Existing Customer
F,3,Married,Blue,6,3,2,0.727,20,0.818,Attrited Customer
M,3,Single,Blue,5,2,2,0.912,42,0.909,Existing Customer
M,0,Married,Blue,6,2,3,1.636,43,0.955,Existing Customer
M,3,Single,Blue,6,3,3,0.543,22,1.2,Existing Customer
F,4,Married,Silver,3,2,2,0.75,16,1.286,Existing Customer
M,3,Married,Blue,4,3,3,0.786,11,0.833,Existing Customer
M,2,Single,Blue,5,3,3,0.842,20,0.667,Attrited Customer
M,4,Married,Blue,6,1,0,0.781,21,0.909,Existing Customer
M,3,Married,Blue,4,1,1,0.576,24,0.5,Existing Customer
F,4,Married,Blue,2,3,3,0.917,35,0.522,Attrited Customer
F,4,Divorced,Blue,5,3,1,0.64,41,0.864,Existing Customer
F,4,Divorced,Blue,6,1,2,2.023,31,0.722,Existing Customer
F,0,Married,Blue,4,3,3,0.777,34,1.429,Existing Customer
F,2,Divorced,Blue,3,3,0,0.876,34,0.889,Existing Customer
M,0,Divorced,Blue,6,1,2,0.785,38,0.9,Existing Customer
F,2,Married,Blue,6,1,3,0.747,36,0.565,Existing Customer
F,4,Married,Blue,3,1,3,0.909,44,0.833,Existing Customer
F,2,Married,Blue,3,1,2,1.134,29,0.933,Existing Customer
M,4,Divorced,Blue,4,2,3,0.693,39,1.438,Existing Customer
M,2,Single,Blue,6,1,3,0.674,36,0.636,Existing Customer
M,1,Divorced,Blue,3,1,0,0.602,40,0.481,Existing Customer
F,3,Married,Blue,5,3,2,0.564,45,0.452,Existing Customer
M,3,Single,Blue,5,2,3,1.205,35,0.944,Existing Customer
M,3,Unknown,Platinum,3,2,2,0.862,29,1.071,Existing Customer
F,2,Married,Blue,6,2,1,1.322,49,1.13,Existing Customer
M,2,Married,Blue,3,3,0,0.845,37,0.37,Existing Customer
F,1,Single,Blue,1,2,2,1.005,19,0.727,Attrited Customer
F,2,Single,Blue,1,1,1,1.019,25,0.923,Attrited Customer
F,1,Single,Blue,3,2,1,0.741,30,0.875,Existing Customer
M,5,Single,Blue,5,3,2,0.772,26,0.625,Existing Customer
M,3,Married,Blue,3,3,2,0.512,21,0.615,Existing Customer
M,2,Married,Blue,3,3,2,0.967,21,0.5,Attrited Customer
F,1,Single,Blue,6,1,3,0.563,23,0.643,Existing Customer
F,3,Divorced,Blue,5,1,2,0.913,35,0.75,Existing Customer
F,4,Single,Blue,3,1,0,0.67,39,0.5,Existing Customer
M,2,Married,Blue,1,3,3,0.659,20,0.429,Attrited Customer
M,3,Married,Blue,6,2,2,0.674,42,2,Existing Customer
F,2,Married,Blue,5,1,1,0.863,25,1.5,Existing Customer
F,1,Married,Blue,6,1,2,0.67,31,0.632,Existing Customer
M,1,Married,Blue,6,2,2,0.79,50,0.786,Existing Customer
F,0,Single,Blue,4,1,2,0.74,36,0.714,Existing Customer
M,1,Single,Blue,5,2,1,0.898,25,1.083,Existing Customer
M,4,Single,Blue,3,2,2,0.491,42,0.235,Existing Customer
M,3,Unknown,Blue,2,1,3,0.528,25,0.562,Attrited Customer
M,3,Single,Blue,4,2,3,1.326,24,1,Existing Customer
M,2,Unknown,Blue,4,2,0,0.957,43,1.048,Existing Customer
M,2,Married,Blue,5,2,3,2.271,30,1.5,Existing Customer
F,2,Single,Blue,2,3,2,1.046,31,0.409,Attrited Customer
M,2,Married,Blue,6,3,0,0.565,54,0.421,Existing Customer
M,1,Single,Blue,5,3,2,0.675,32,0.6,Existing Customer
F,0,Married,Blue,4,3,2,1.362,60,0.622,Existing Customer
F,5,Married,Blue,4,2,2,0.588,44,0.76,Existing Customer
M,2,Divorced,Blue,3,2,2,0.954,33,0.833,Existing Customer
M,2,Single,Blue,2,2,3,0.885,14,0.4,Attrited Customer
M,3,Married,Blue,3,3,0,0.942,54,0.688,Existing Customer
F,3,Single,Blue,3,3,2,1.035,25,0.562,Attrited Customer
F,3,Single,Blue,5,3,2,0.542,42,0.355,Existing Customer
M,1,Married,Blue,6,6,2,0.89,26,0.444,Existing Customer
M,1,Single,Blue,4,1,0,0.481,35,0.667,Existing Customer
M,4,Married,Blue,5,1,3,0.801,35,1.5,Existing Customer
M,2,Divorced,Blue,6,3,3,0.858,51,1.217,Existing Customer
F,1,Married,Blue,5,2,2,1.04,32,0.684,Existing Customer
M,4,Single,Blue,4,3,3,0.815,33,0.65,Existing Customer
F,4,Married,Blue,5,3,2,0.783,25,1.083,Existing Customer
M,1,Single,Blue,5,1,3,0.715,24,0.6,Existing Customer
F,3,Divorced,Blue,4,1,2,0.965,33,0.737,Existing Customer
F,3,Single,Blue,5,3,2,0.96,38,0.462,Existing Customer
M,2,Married,Blue,3,2,2,1.16,39,1.294,Existing Customer
F,3,Married,Blue,4,2,0,1.26,32,1.286,Existing Customer
M,1,Single,Blue,3,1,2,0.781,23,0.211,Existing Customer
M,3,Married,Blue,5,1,3,0.759,19,0.727,Existing Customer
M,3,Single,Blue,4,1,0,0.505,32,0.778,Existing Customer
F,1,Divorced,Blue,6,1,2,0.94,33,1.2,Existing Customer
F,0,Married,Blue,3,1,2,0.75,51,0.545,Existing Customer
M,1,Married,Blue,3,3,2,0.76,53,0.606,Existing Customer
M,4,Married,Blue,6,1,0,1.519,48,0.655,Existing Customer
M,4,Unknown,Blue,5,2,2,0.428,29,0.381,Existing Customer
M,1,Single,Blue,6,3,3,0.591,36,0.8,Existing Customer
M,1,Married,Blue,6,2,0,0.387,31,0.632,Existing Customer
F,1,Married,Blue,6,2,3,0.891,39,1.053,Existing Customer
F,4,Married,Blue,6,3,0,0.583,46,0.643,Existing Customer
M,1,Married,Blue,3,3,3,1.566,33,0.941,Existing Customer
F,3,Divorced,Blue,4,1,3,0.696,39,0.625,Existing Customer
F,5,Single,Blue,4,1,0,0.938,31,0.824,Existing Customer
M,3,Married,Blue,5,3,2,1.08,27,0.688,Existing Customer
F,1,Married,Blue,3,2,0,0.665,44,1.316,Existing Customer
M,4,Single,Blue,3,3,2,1.06,63,0.575,Existing Customer
M,3,Married,Blue,3,1,2,0.484,25,1.083,Existing Customer
F,1,Married,Blue,5,3,1,1.346,41,0.864,Existing Customer
F,3,Single,Blue,3,3,3,0.731,22,0.833,Attrited Customer
F,2,Single,Blue,5,3,3,0.479,28,0.333,Existing Customer
M,3,Unknown,Blue,5,2,2,0.691,33,0.5,Existing Customer
M,2,Single,Blue,3,2,0,1.138,47,0.88,Existing Customer
F,4,Single,Blue,4,2,3,0.638,28,1,Existing Customer
M,2,Married,Blue,3,3,3,0.68,37,0.762,Existing Customer
F,4,Single,Blue,6,2,2,0.63,29,0.381,Existing Customer
F,1,Married,Blue,5,1,0,0.94,45,0.607,Existing Customer
M,1,Single,Blue,3,2,3,0.949,33,1.357,Existing Customer
M,1,Unknown,Silver,6,1,3,0.893,36,0.714,Existing Customer
M,1,Single,Blue,3,2,3,1.048,25,0.562,Attrited Customer
F,3,Married,Blue,5,2,0,1.142,50,0.786,Existing Customer
M,0,Single,Blue,6,3,2,0.525,40,0.481,Existing Customer
M,1,Married,Blue,3,3,3,1.022,14,0.556,Attrited Customer
M,3,Single,Gold,3,2,2,0.618,31,1.214,Existing Customer
M,4,Married,Blue,6,3,1,0.575,37,0.85,Existing Customer
M,4,Divorced,Blue,4,1,2,0.62,32,0.684,Existing Customer
M,4,Married,Blue,4,1,2,0.93,40,1,Existing Customer
F,0,Married,Blue,5,3,0,1.265,31,0.824,Existing Customer
M,3,Single,Silver,4,3,4,0.802,55,0.41,Existing Customer
F,1,Single,Blue,6,3,2,0.591,32,0.455,Existing Customer
F,3,Divorced,Blue,3,2,3,1.167,37,0.609,Existing Customer
M,2,Single,Blue,4,2,0,0.755,37,0.609,Existing Customer
M,0,Single,Blue,4,2,2,0.722,38,0.462,Existing Customer
F,0,Married,Blue,4,3,2,1.391,49,1.579,Existing Customer
F,2,Married,Blue,1,2,3,0.644,22,0.692,Attrited Customer
F,3,Unknown,Blue,5,3,0,0.512,28,0.556,Existing Customer
M,3,Married,Blue,6,3,2,0.701,29,0.611,Existing Customer
M,2,Married,Blue,3,5,3,0.676,27,0.421,Attrited Customer
M,4,Single,Blue,4,3,3,0.861,39,0.56,Existing Customer
M,1,Married,Blue,6,3,0,0.865,28,1.154,Existing Customer
M,2,Married,Blue,3,1,3,0.892,37,0.276,Existing Customer
M,4,Married,Blue,3,3,2,0.493,36,0.333,Existing Customer
F,4,Single,Blue,6,2,0,0.412,46,0.533,Existing Customer
F,2,Married,Blue,6,1,2,1.134,53,0.606,Existing Customer
F,2,Single,Blue,6,3,3,0.605,27,0.929,Existing Customer
M,1,Married,Blue,6,3,3,0.566,35,0.25,Existing Customer
M,2,Single,Blue,4,1,3,1.058,50,0.515,Existing Customer
F,1,Married,Blue,4,2,3,1.337,27,1.455,Existing Customer
F,2,Married,Blue,3,3,1,1.004,28,0.273,Attrited Customer
M,1,Married,Blue,3,2,3,0.749,18,0.5,Attrited Customer
F,2,Married,Blue,4,2,0,0.791,37,1.176,Existing Customer
M,4,Divorced,Gold,4,2,2,0.631,34,0.308,Existing Customer
M,2,Married,Blue,4,2,4,0.81,35,0.591,Existing Customer
M,1,Married,Blue,4,3,2,0.904,50,0.852,Existing Customer
M,2,Single,Blue,5,3,1,0.777,39,0.625,Existing Customer
F,4,Married,Blue,5,2,0,1.389,48,0.778,Existing Customer
M,4,Single,Blue,6,2,2,1.285,39,1.053,Existing Customer
M,2,Married,Blue,6,3,2,1.078,37,0.85,Existing Customer
M,4,Unknown,Blue,3,3,1,0.684,27,0.688,Existing Customer
M,0,Married,Blue,3,3,2,0.749,16,0.333,Attrited Customer
M,0,Single,Blue,6,1,2,0.466,54,0.35,Existing Customer
M,0,Single,Blue,5,3,2,0.652,53,0.606,Existing Customer
F,3,Single,Blue,6,1,0,0.812,37,0.762,Existing Customer
M,0,Married,Blue,6,3,3,0.658,48,0.371,Existing Customer
M,2,Married,Blue,2,5,3,0.856,17,0.214,Attrited Customer
M,0,Single,Blue,4,2,2,0.533,44,0.63,Existing Customer
M,4,Single,Blue,3,3,2,0.543,36,1.118,Existing Customer
M,4,Single,Blue,5,3,2,0.759,29,0.706,Existing Customer
M,4,Single,Blue,1,3,1,0.766,16,0.231,Attrited Customer
M,2,Divorced,Silver,4,2,0,0.426,45,0.406,Existing Customer
M,4,Married,Blue,6,6,2,1.125,58,0.706,Existing Customer
M,3,Unknown,Blue,4,2,2,0.408,36,0.5,Existing Customer
M,3,Unknown,Blue,4,2,1,0.708,23,1.091,Existing Customer
M,1,Married,Blue,4,1,2,0.709,59,0.405,Existing Customer
F,1,Single,Blue,5,1,0,0.886,29,0.526,Existing Customer
M,4,Married,Blue,6,2,3,0.695,24,0.5,Existing Customer
F,2,Married,Blue,3,2,2,0.85,38,0.652,Existing Customer
M,4,Married,Blue,4,1,1,1.317,58,0.349,Existing Customer
F,2,Married,Blue,6,2,3,0.763,26,0.857,Existing Customer
F,3,Married,Blue,4,3,3,1.073,44,0.76,Existing Customer
M,1,Married,Blue,5,3,3,0.701,17,0.308,Attrited Customer
M,1,Married,Blue,2,2,3,1.037,18,1.25,Attrited Customer
F,4,Married,Blue,6,1,3,1.297,45,1.143,Existing Customer
M,1,Married,Blue,1,2,2,0.526,14,0.273,Attrited Customer
M,2,Married,Blue,3,1,2,0.593,25,0.923,Existing Customer
M,2,Married,Blue,6,2,1,0.65,40,0.212,Existing Customer
F,2,Married,Blue,4,3,0,0.976,29,0.812,Existing Customer
M,2,Single,Blue,5,1,1,0.426,50,0.515,Existing Customer
M,0,Married,Blue,6,2,2,0.995,43,0.536,Existing Customer
M,4,Married,Blue,3,1,1,0.831,38,0.652,Existing Customer
F,4,Divorced,Blue,4,1,1,0.799,45,0.452,Existing Customer
M,1,Married,Blue,6,1,2,0.735,30,0.5,Existing Customer
M,3,Married,Blue,6,5,0,0.822,37,0.85,Existing Customer
F,4,Married,Blue,3,4,3,0.993,21,0.75,Attrited Customer
F,3,Married,Blue,6,1,3,0.685,18,0.5,Attrited Customer
M,0,Single,Blue,6,2,2,0.676,54,0.543,Existing Customer
M,3,Married,Blue,3,2,2,0.737,15,0.5,Attrited Customer
M,4,Divorced,Blue,4,2,2,0.296,30,0.429,Existing Customer
F,1,Married,Blue,4,1,3,0.963,22,0.692,Attrited Customer
M,2,Married,Blue,3,2,2,1.487,28,0.647,Existing Customer
M,2,Married,Blue,6,3,1,0.914,50,0.429,Existing Customer
F,0,Married,Blue,3,2,2,1.328,45,0.8,Existing Customer
M,0,Married,Blue,3,3,0,0.717,45,0.607,Existing Customer
F,2,Married,Blue,6,2,2,0.963,35,1.059,Existing Customer
F,1,Single,Blue,2,2,3,0.672,17,0.214,Attrited Customer
F,1,Single,Blue,4,5,2,0.625,60,0.579,Existing Customer
F,4,Married,Blue,4,1,0,0.619,29,0.381,Existing Customer
M,1,Married,Blue,3,2,2,0.552,46,0.643,Existing Customer
M,3,Married,Blue,4,2,3,0.955,37,0.85,Existing Customer
M,3,Single,Blue,4,2,3,0.658,31,0.409,Existing Customer
M,4,Married,Blue,5,2,0,0.584,43,0.387,Existing Customer
F,4,Married,Blue,5,3,2,1.064,50,0.724,Existing Customer
F,3,Single,Blue,6,1,2,0.504,34,0.7,Existing Customer
M,0,Single,Blue,4,1,3,0.553,37,0.37,Existing Customer
F,3,Married,Blue,6,3,3,0.872,58,0.415,Existing Customer
M,2,Married,Blue,4,3,3,0.807,36,0.895,Existing Customer
F,3,Married,Blue,4,2,3,0.499,37,0.542,Existing Customer
F,0,Married,Blue,5,3,0,0.908,57,0.781,Existing Customer
F,3,Married,Blue,4,2,2,1.142,38,0.727,Existing Customer
M,3,Married,Blue,6,1,3,1.455,37,1.056,Existing Customer
F,3,Married,Blue,4,2,2,1.06,36,0.895,Existing Customer
M,2,Married,Blue,5,1,2,1.242,30,1.5,Existing Customer
F,3,Married,Blue,4,1,0,0.825,45,0.667,Existing Customer
M,3,Single,Blue,3,3,2,0.524,35,0.522,Existing Customer
M,2,Married,Blue,6,1,3,0.65,24,0.412,Attrited Customer
M,4,Married,Blue,4,2,3,0.709,61,0.649,Existing Customer
M,3,Single,Blue,4,1,3,0.881,25,0.667,Attrited Customer
F,3,Unknown,Blue,6,3,2,0.729,78,0.56,Existing Customer
F,3,Married,Blue,3,2,2,0.692,33,0.32,Existing Customer
F,3,Married,Blue,4,1,2,0.668,39,0.345,Existing Customer
M,2,Married,Blue,5,1,2,0.539,26,0.529,Existing Customer
M,1,Married,Blue,6,2,0,0.867,32,0.778,Existing Customer
F,2,Married,Blue,3,1,3,0.869,41,0.367,Existing Customer
F,2,Married,Silver,5,3,0,0.736,26,0.857,Existing Customer
M,1,Married,Blue,3,3,2,0.906,46,0.586,Existing Customer
M,2,Married,Blue,4,2,3,0.69,55,0.571,Existing Customer
M,3,Married,Blue,6,2,3,0.767,27,0.688,Existing Customer
F,2,Married,Blue,5,2,2,0.433,45,0.324,Existing Customer
M,3,Married,Blue,3,3,3,0.896,31,1.385,Existing Customer
M,3,Single,Blue,6,2,0,0.501,42,0.75,Existing Customer
M,1,Single,Blue,3,3,3,1.336,47,0.306,Attrited Customer
M,2,Unknown,Blue,6,2,2,0.661,32,1,Existing Customer
F,3,Married,Blue,6,1,3,0.694,57,0.676,Existing Customer
M,3,Married,Blue,6,1,2,0.759,41,0.708,Existing Customer
M,2,Married,Blue,6,3,3,1.054,59,0.405,Existing Customer
F,2,Married,Blue,3,1,3,0.803,25,0.25,Existing Customer
M,3,Single,Blue,4,3,2,0.754,31,0.476,Existing Customer
M,3,Single,Blue,5,2,2,0.6,45,0.452,Existing Customer
M,2,Single,Blue,5,2,0,0.607,40,0.29,Existing Customer
F,2,Married,Blue,3,1,3,1.035,15,0.364,Attrited Customer
F,3,Divorced,Platinum,3,1,2,0.725,40,0.481,Existing Customer
M,3,Single,Blue,4,1,2,1.373,64,1,Existing Customer
M,3,Single,Blue,5,2,3,0.566,31,0.55,Existing Customer
M,4,Married,Blue,2,2,2,1.031,10,0.25,Attrited Customer
F,0,Divorced,Blue,6,1,3,0.702,35,0.591,Existing Customer
M,2,Married,Blue,6,1,2,1.226,63,0.615,Existing Customer
F,4,Married,Blue,4,3,3,1.516,48,0.778,Existing Customer
F,2,Married,Blue,5,1,3,0.986,22,0.375,Attrited Customer
M,4,Married,Blue,5,1,2,2.282,25,1.083,Existing Customer
F,0,Married,Blue,3,3,3,0.857,17,0.133,Attrited Customer
M,1,Unknown,Blue,3,2,2,0.604,37,0.423,Existing Customer
F,1,Married,Blue,6,2,2,0.76,49,0.75,Existing Customer
M,3,Married,Blue,3,1,3,1.021,43,0.344,Existing Customer
M,3,Married,Blue,3,1,3,0.587,38,0.583,Existing Customer
M,3,Single,Blue,6,4,3,0.757,41,0.708,Existing Customer
M,2,Married,Blue,5,3,3,1.008,28,0.4,Existing Customer
F,2,Single,Blue,4,1,2,0.481,38,0.462,Existing Customer
F,0,Married,Blue,5,2,2,0.794,60,0.429,Existing Customer
M,3,Single,Blue,4,3,2,0.741,33,0.833,Existing Customer
M,2,Single,Silver,4,2,2,0.789,30,0.667,Existing Customer
F,3,Single,Blue,5,3,3,0.745,37,0.542,Existing Customer
F,1,Single,Blue,4,2,3,1.485,29,1.071,Existing Customer
F,2,Married,Blue,3,2,2,0.517,27,0.421,Existing Customer
M,3,Single,Blue,3,1,3,0.846,26,0.368,Existing Customer
M,3,Unknown,Blue,6,1,2,1.027,38,0.52,Existing Customer
M,4,Married,Blue,4,1,3,0.747,40,0.538,Existing Customer
M,1,Married,Blue,5,1,3,0.939,30,0.364,Existing Customer
M,3,Married,Blue,1,1,3,0.688,24,0.143,Attrited Customer
M,1,Single,Blue,3,3,2,0.492,18,0.8,Existing Customer
F,3,Married,Blue,6,1,3,0.557,34,0.545,Existing Customer
F,1,Single,Blue,6,2,2,0.597,34,0.545,Existing Customer
M,4,Married,Blue,5,3,2,0.62,25,0.471,Existing Customer
F,4,Single,Blue,3,1,3,0.32,33,0.571,Existing Customer
F,2,Married,Blue,6,4,3,0.413,34,0.545,Existing Customer
F,5,Married,Blue,3,1,3,0.502,30,0.875,Existing Customer
M,2,Married,Blue,3,3,3,0.898,35,1.5,Existing Customer
M,1,Single,Blue,6,2,2,0.594,26,1,Existing Customer
M,1,Married,Blue,5,3,2,1.441,35,0.842,Existing Customer
M,0,Single,Blue,4,2,1,0.956,32,0.684,Existing Customer
M,4,Married,Blue,3,3,3,0.987,15,0.364,Attrited Customer
M,2,Single,Blue,6,3,0,1.178,38,0.407,Existing Customer
F,2,Married,Blue,4,2,2,0.678,20,0.333,Attrited Customer
F,4,Married,Silver,6,1,2,0.906,39,1.167,Existing Customer
M,4,Married,Blue,5,3,2,0.896,64,0.524,Existing Customer
F,0,Married,Blue,6,3,2,0.77,43,0.654,Existing Customer
M,3,Single,Silver,4,1,2,0.499,47,0.516,Existing Customer
F,3,Married,Blue,6,1,0,0.528,41,0.464,Existing Customer
M,2,Married,Blue,3,2,3,0.785,20,1.857,Existing Customer
M,1,Married,Blue,3,3,4,0.794,57,0.629,Existing Customer
M,3,Married,Blue,3,3,2,0.675,40,0.481,Existing Customer
F,1,Divorced,Blue,3,2,2,0.708,53,0.963,Existing Customer
M,1,Single,Blue,5,2,1,0.84,49,0.4,Existing Customer
M,2,Married,Blue,4,3,2,0.596,59,0.686,Existing Customer
M,2,Married,Blue,3,3,3,1.048,38,1.235,Existing Customer
M,2,Married,Blue,3,3,3,0.735,61,0.649,Existing Customer
F,3,Single,Blue,4,1,0,0.711,41,0.323,Existing Customer
F,4,Married,Blue,5,1,1,0.486,32,0.391,Existing Customer
M,3,Married,Blue,4,3,3,0.561,35,0.667,Existing Customer
F,1,Married,Blue,5,3,3,0.914,27,0.929,Existing Customer
M,5,Unknown,Blue,6,2,3,0.764,35,0.75,Existing Customer
F,3,Married,Blue,6,2,2,0.56,26,0.733,Existing Customer
M,4,Single,Blue,5,3,2,0.559,46,0.438,Existing Customer
F,3,Married,Blue,6,1,2,1.015,39,0.5,Existing Customer
F,2,Married,Blue,4,2,0,0.858,39,0.625,Existing Customer
M,1,Married,Blue,4,3,2,1.633,36,0.8,Existing Customer
M,3,Divorced,Blue,4,3,1,0.869,65,0.585,Existing Customer
M,0,Married,Blue,3,2,0,0.701,45,0.8,Existing Customer
M,3,Married,Blue,2,2,3,0.694,28,0.4,Attrited Customer
F,5,Single,Blue,4,3,3,0.646,42,0.355,Existing Customer
M,2,Single,Blue,6,3,2,1.181,22,1,Existing Customer
M,2,Married,Blue,4,1,1,0.845,43,0.87,Existing Customer
F,4,Married,Blue,4,2,2,0.857,32,0.778,Existing Customer
M,3,Married,Blue,6,2,3,0.786,38,0.52,Existing Customer
M,1,Single,Blue,6,3,3,1.042,50,0.562,Existing Customer
F,3,Single,Blue,5,1,0,0.687,40,0.6,Existing Customer
M,2,Single,Blue,6,3,3,0.39,31,0.409,Existing Customer
M,5,Unknown,Blue,4,1,2,0.69,34,0.889,Existing Customer
M,3,Married,Blue,5,3,2,0.894,25,0.562,Attrited Customer
F,1,Married,Blue,3,2,3,0.57,16,0.231,Attrited Customer
M,4,Single,Blue,4,3,2,0.909,49,0.633,Existing Customer
F,2,Married,Blue,3,3,3,0.816,47,0.88,Existing Customer
M,1,Married,Blue,4,2,2,1.219,48,0.92,Existing Customer
F,2,Married,Blue,3,1,2,0.813,40,0.333,Existing Customer
F,4,Single,Blue,5,2,3,0.605,32,0.6,Existing Customer
F,4,Married,Blue,6,2,3,0.764,27,0.421,Attrited Customer
F,1,Unknown,Blue,5,1,0,0.856,25,0.667,Existing Customer
F,4,Divorced,Blue,5,3,2,0.859,28,0.474,Existing Customer
M,1,Single,Blue,4,3,3,0.621,49,0.441,Existing Customer
M,1,Single,Blue,5,2,2,0.445,47,0.424,Existing Customer
M,2,Divorced,Blue,4,1,1,0.742,36,0.5,Existing Customer
M,4,Married,Blue,4,6,1,0.589,29,0.611,Existing Customer
F,1,Married,Blue,5,1,2,0.693,25,0.25,Existing Customer
M,2,Single,Blue,4,3,2,0.519,39,1.438,Existing Customer
M,3,Single,Blue,4,3,1,0.505,35,0.842,Existing Customer
F,2,Married,Blue,6,2,3,1.158,62,0.59,Existing Customer
M,4,Married,Blue,3,2,3,0.678,67,0.763,Existing Customer
M,1,Married,Blue,5,3,3,1.043,45,0.875,Existing Customer
M,2,Single,Blue,4,3,2,0.66,31,0.632,Existing Customer
F,2,Married,Blue,3,1,2,0.691,30,1.308,Existing Customer
M,4,Married,Blue,5,6,3,0.609,35,0.207,Existing Customer
F,1,Married,Blue,3,3,2,1.119,42,0.909,Existing Customer
F,2,Single,Blue,4,1,1,1.03,61,0.649,Existing Customer
M,2,Married,Blue,2,3,3,0.568,15,0.5,Attrited Customer
M,0,Single,Blue,5,2,2,0.777,46,0.314,Existing Customer
M,0,Married,Gold,3,3,2,0.737,39,0.345,Existing Customer
F,1,Married,Blue,4,3,2,0.723,33,0.737,Existing Customer
F,1,Single,Blue,6,3,3,0.928,66,0.65,Existing Customer
M,2,Married,Blue,2,3,3,0.856,29,2.222,Attrited Customer
M,2,Single,Silver,6,3,2,0.646,41,0.519,Existing Customer
F,3,Married,Blue,3,2,3,0.703,56,0.647,Existing Customer
F,0,Married,Blue,4,2,2,1.296,25,1.778,Existing Customer
M,0,Married,Blue,6,3,3,1.558,49,1.45,Existing Customer
M,4,Single,Blue,5,1,0,0.568,26,0.444,Existing Customer
M,4,Married,Blue,3,1,1,1.146,31,0.824,Existing Customer
F,3,Single,Blue,6,3,1,0.701,25,0.562,Attrited Customer
F,2,Married,Blue,4,1,3,0.678,47,0.469,Existing Customer
M,2,Married,Blue,6,2,2,0.778,37,0.542,Existing Customer
M,1,Married,Blue,6,1,2,0.654,48,0.655,Existing Customer
M,3,Single,Blue,5,2,2,0.765,56,0.75,Existing Customer
M,3,Single,Blue,3,1,0,0.86,23,0.533,Existing Customer
M,3,Married,Blue,6,3,1,1.061,33,1.2,Existing Customer
F,2,Single,Blue,3,3,0,0.504,35,0.346,Existing Customer
M,2,Single,Blue,4,3,2,0.558,34,0.478,Existing Customer
M,0,Married,Blue,6,2,3,2.675,32,3.571,Existing Customer
M,4,Single,Blue,5,2,1,0.597,39,0.696,Existing Customer
F,1,Married,Blue,2,1,2,0.935,19,0.583,Attrited Customer
F,3,Married,Blue,6,2,3,0.563,35,0.944,Existing Customer
M,4,Married,Blue,4,2,0,0.613,47,0.741,Existing Customer
M,2,Single,Blue,5,1,3,0.759,50,0.923,Existing Customer
M,2,Married,Blue,3,3,1,0.681,58,0.526,Existing Customer
M,3,Single,Blue,4,3,2,0.682,65,0.512,Existing Customer
F,1,Single,Blue,6,3,1,0.691,56,0.75,Existing Customer
M,3,Married,Blue,5,2,2,0.792,47,1.043,Existing Customer
F,2,Married,Blue,6,3,0,1.048,33,0.5,Existing Customer
M,1,Married,Blue,5,2,2,0.822,44,0.467,Existing Customer
M,3,Single,Blue,3,3,2,0.698,19,0.462,Attrited Customer
F,1,Single,Blue,3,2,2,0.515,39,0.696,Existing Customer
M,2,Married,Blue,6,1,3,0.664,37,0.423,Existing Customer
M,1,Single,Blue,3,1,3,0.475,78,0.625,Existing Customer
M,2,Married,Blue,4,2,0,1.12,35,0.522,Existing Customer
M,4,Single,Blue,5,3,2,0.897,25,0.786,Existing Customer
M,0,Single,Blue,6,3,2,0.671,40,1.105,Existing Customer
F,4,Single,Gold,6,1,3,0.732,36,1.25,Existing Customer
M,4,Divorced,Blue,5,3,3,0.557,38,0.583,Existing Customer
F,3,Single,Blue,6,2,1,0.798,69,0.568,Existing Customer
F,0,Married,Blue,4,3,0,0.808,51,0.5,Existing Customer
F,0,Married,Blue,6,1,1,0.633,48,0.548,Existing Customer
F,2,Divorced,Blue,5,3,2,0.967,44,0.692,Existing Customer
M,3,Married,Blue,5,3,0,0.744,43,1.048,Existing Customer
F,1,Married,Blue,3,2,3,0.448,45,0.607,Existing Customer
M,2,Single,Blue,6,4,3,0.466,46,0.533,Existing Customer
M,4,Married,Blue,4,2,2,0.789,45,0.452,Existing Customer
M,2,Married,Blue,6,2,3,0.573,37,0.194,Existing Customer
M,1,Married,Blue,3,3,2,0.889,45,0.552,Existing Customer
M,3,Divorced,Blue,4,3,0,0.84,41,0.519,Existing Customer
M,0,Single,Blue,4,1,2,0.893,42,2.5,Existing Customer
